significance_rank,DE_id,DE_description,Data_type,Data_type_description,Group_id,Group_id_description,PV,PV_description,PV_count
,132313,"Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132314,Date P00 first reported (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy),Date,"a calendar date, for example 14th October 2010",2416,Certain conditions originating in the perinatal period,1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132315,Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2416,Certain conditions originating in the perinatal period,20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132316,Date P01 first reported (foetus and newborn affected by maternal complications of pregnancy),Date,"a calendar date, for example 14th October 2010",2416,Certain conditions originating in the perinatal period,1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132317,Source of report of P01 (foetus and newborn affected by maternal complications of pregnancy),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2416,Certain conditions originating in the perinatal period,20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132318,"Date P02 first reported (foetus and newborn affected by complications of placenta, cord and membranes)",Date,"a calendar date, for example 14th October 2010",2416,Certain conditions originating in the perinatal period,1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132319,"Source of report of P02 (foetus and newborn affected by complications of placenta, cord and membranes)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2416,Certain conditions originating in the perinatal period,20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132320,Date P03 first reported (foetus and newborn affected by other complications of labour and delivery),Date,"a calendar date, for example 14th October 2010",2416,Certain conditions originating in the perinatal period,1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132321,Source of report of P03 (foetus and newborn affected by other complications of labour and delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2416,Certain conditions originating in the perinatal period,20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132322,Date P04 first reported (foetus and newborn affected by noxious influences transmitted via placenta or breast milk),Date,"a calendar date, for example 14th October 2010",2416,Certain conditions originating in the perinatal period,1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
