concept_name|R1H_Days_of_Supply_95%|R1L_days of supply too lowDays_of_Supply_05%|R2H_Refils_95%|R3H_Quanitiy_of_Service_95%|R3L_Quanitiy_of_Service_05%|clinical drug concept_id|concept_code|R1H_Jitter|R1L_Jiter|R2H_Jitter|R3H_Jitter|R3L_Jitter
Diltiazem Hydrochloride 100 MG Injection|30|1|7|100|1|42629599|1791240|35|-4|12|110|0.9
Interferon Alfa-2b 18000000 UNT Injection|28|4|8|18|3|42707254|1232574|33|-1|13|19.8|2.7
24 HR Bupropion Hydrochloride 450 MG Extended Release Oral Tablet|90|30|5|90|30|42707259|1232585|95|25|10|99|27
Phenylephrine Hydrochloride 10 MG/ML Injectable Solution|30|30|0|10|10|42707286|1232651|35|25|5|11|9
Acetaminophen 325 MG / Diphenhydramine Hydrochloride 12.5 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet|31|7|11|62|7|42707333|1233575|36|2|16|68.2|6.3
Calcium Carbonate 1250 MG / Cholecalciferol 600 UNT Oral Tablet|90|30|0|180|120|42707347|1233607|95|25|5|198|108
Ergocalciferol 2000 UNT Oral Tablet|90|14|12|90|14|42707354|1233664|95|9|17|99|12.6
Calamine 30 MG/ML / Pramoxine hydrochloride 10 MG/ML Topical Cream|7|7|0|28|28|42707365|1233694|12|2|5|30.8|25.2
Calamine 30 MG/ML / Pramoxine hydrochloride 10 MG/ML Topical Lotion|30|5|8|354|118|42707367|1233698|35|0|13|389.4|106.2
1 ML Alprostadil 0.01 MG/ML Cartridge|14|14|0|2|2|42707464|1234236|19|9|5|2.2|1.8
1 ML Alprostadil 0.02 MG/ML Cartridge|60|28|5|1|1|42707466|1234239|65|23|10|1.1|0.9
coenzyme Q10 25 MG / red yeast rice 600 MG Oral Capsule|25|15|0|25|15|42707494|1234328|30|10|5|27.5|13.5
Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution|23|7|0|708|354|42707501|1234386|28|2|5|778.8|318.6
hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Topical Lotion|60|5|3|236|59|42707503|1234393|65|0|8|259.6|53.1
Dextromethorphan Hydrobromide 3 MG/ML / Guaifenesin 20 MG/ML Oral Solution|4|4|0|120|120|42707508|1234473|9|-1|5|132|108
Ascorbic Acid 35 MG/ML / Cholecalciferol 400 UNT/ML / Niacin 8 MG/ML / Riboflavin 0.6 MG/ML / Sodium Fluoride 0.55 MG/ML / Thiamine 0.5 MG/ML / Vitamin A 1500 UNT/ML / Vitamin B 12 0.002 MG/ML / Vitamin B6 0.4 MG/ML / Vitamin E 5 UNT/ML Oral Solution|83|10|5|250|50|42707512|1234482|88|5|10|275|45
hydrocortisone acetate 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Topical Lotion|59|10|3|236|59|42707530|1234512|64|5|8|259.6|53.1
Calamine 80 MG/ML / Pramoxine hydrochloride 10 MG/ML Topical Lotion|30|5|21|531|117|42707543|1234532|35|0|26|584.1|105.3
Pramoxine hydrochloride 10 MG/ML / Zinc Acetate 1 MG/ML Topical Lotion|30|5|6|708|177|42707549|1234546|35|0|11|778.8|159.3
oxybutynin 0.03 MG/MG Topical Gel|90|7|0|276|92|42707552|1234555|95|2|5|303.6|82.8
Phenylephrine Hydrochloride 10 MG/ML Nasal Solution|7|7|0|30|30|42707555|1234563|12|2|5|33|27
Phenylephrine Hydrochloride 100 MG/ML Ophthalmic Solution|50|1|0|5|1|42707558|1234571|55|-4|5|5.5|0.9
Phenylephrine Hydrochloride 2.5 MG/ML Nasal Spray|30|7|3|15|15|42707560|1234576|35|2|8|16.5|13.5
Phenylephrine Hydrochloride 25 MG/ML Ophthalmic Solution|30|1|0|15|2|42707562|1234579|35|-4|5|16.5|1.8
Phenylephrine Hydrochloride 5 MG/ML Nasal Spray|20|9|7|15|15|42707566|1234584|25|4|12|16.5|13.5
Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule|30|5|3|141|28|42707606|1234872|35|0|8|155.1|25.2
rocuronium bromide 10 MG/ML Injectable Solution|28|1|0|15|1|42707627|1234995|33|-4|5|16.5|0.9
hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream|85|5|2|85.2|28.4|42707635|1235049|90|0|7|93.72|25.56
azilsartan medoxomil 40 MG / Chlorthalidone 12.5 MG Oral Tablet|90|30|6|90|30|42707639|1235144|95|25|11|99|27
azilsartan medoxomil 40 MG / Chlorthalidone 25 MG Oral Tablet|90|30|6|90|30|42707641|1235151|95|25|11|99|27
Glycerin 5 MG/ML / Naphazoline Hydrochloride 0.3 MG/ML Ophthalmic Solution|90|30|10|90|30|42707643|1235200|95|25|15|99|27
Lurasidone Hydrochloride 20 MG Oral Tablet|30|11|6|60|10|42707649|1235247|35|6|11|66|9
Ascorbic Acid 60 MG / Folic Acid 0.3 MG / Niacin 13.5 MG / Riboflavin 1.2 MG / Sodium Fluoride 0.55 MG / Thiamine 1.05 MG / Vitamin A 2500 UNT / Vitamin B 12 0.0045 MG / Vitamin B6 1.05 MG / Vitamin D 400 UNT / Vitamin E 15 UNT Chewable Tablet|90|7|11|100|7|42707662|1235389|95|2|16|110|6.3
12 HR Pseudoephedrine sulfate 120 MG Extended Release Oral Tablet|30|30|0|30|30|42707677|1235505|35|25|5|33|27
raltegravir 100 MG Chewable Tablet|30|7|11|240|60|42707686|1235588|35|2|16|264|54
raltegravir 25 MG Chewable Tablet|90|30|1|180|60|42707688|1235593|95|25|6|198|54
Mineral Oil 5 MG/ML / Mineral Oil, Light 5 MG/ML Ophthalmic Solution|30|5|13|120|30|42707802|1236277|35|0|18|132|27
darunavir 100 MG/ML Oral Suspension|30|14|8|400|180|42707831|1236628|35|9|13|440|162
Bifidobacterium bifidum 9000000000 UNT / Bifidobacterium longum 1000000000 UNT Oral Capsule|30|30|1|30|30|42707835|1236649|35|25|6|33|27
Fentanyl 0.1 MG/ACTUAT Mucosal Spray|30|3|0|120|10|42707850|1237050|35|-2|5|132|9
Fentanyl 0.2 MG/ACTUAT Mucosal Spray|30|8|0|180|30|42707852|1237057|35|3|5|198|27
Fentanyl 0.4 MG/ACTUAT Mucosal Spray|30|15|0|180|30|42707854|1237060|35|10|5|198|27
Fentanyl 0.6 MG/ACTUAT Mucosal Spray|30|15|0|180|60|42707856|1237064|35|10|5|198|54
Fentanyl 0.8 MG/ACTUAT Mucosal Spray|30|15|0|300|60|42707858|1237068|35|10|5|330|54
Carboxymethylcellulose Sodium 5 MG/ML / Glycerin 10 MG/ML / Polysorbate 80 5 MG/ML Ophthalmic Solution|30|10|5|30|10|42707880|1241471|35|5|10|33|9
Bifidobacterium animalis 3500000000 UNT / Bifidobacterium bifidum 1000000000 UNT / Lactobacillus acidophilus 1000000000 UNT / Lactobacillus casei rhamnosus 500000000 UNT Oral Capsule|15|15|0|60|60|42707908|1241764|20|10|5|66|54
Melatonin 5 MG / Pyridoxine Hydrochloride 10 MG Extended Release Oral Tablet|90|33|0|90|90|42707910|1241785|95|28|5|99|81
lenalidomide 2.5 MG Oral Capsule|28|21|0|28|11|42707968|1242231|33|16|5|30.8|9.9
12 HR Loratadine 5 MG / Pseudoephedrine sulfate 120 MG Extended Release Oral Tablet|90|7|5|90|10|42707985|1242399|95|2|10|99|9
ingenol mebutate 0.0005 MG/MG Topical Gel|30|2|2|4|2|42708058|1242810|35|-3|7|4.4|1.8
ingenol mebutate 0.00015 MG/MG Topical Gel|30|3|1|3|3|42708060|1242817|35|-2|6|3.3|2.7
exenatide 2 MG Injection|84|28|8|12|4|42708078|1242963|89|23|13|13.2|3.6
vismodegib 150 MG Oral Capsule|30|28|7|30|20|42708080|1242992|35|23|12|33|18
axitinib 1 MG Oral Tablet|30|30|6|240|60|42708082|1243004|35|25|11|264|54
axitinib 5 MG Oral Tablet|30|28|5|84|30|42708084|1243012|35|23|10|92.4|27
Linagliptin 2.5 MG / Metformin hydrochloride 1000 MG Oral Tablet|90|30|5|180|30|42708086|1243020|95|25|10|198|27
Linagliptin 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet|90|30|5|180|30|42708088|1243027|95|25|10|198|27
Linagliptin 2.5 MG / Metformin hydrochloride 850 MG Oral Tablet|90|30|5|180|30|42708090|1243034|95|25|10|198|27
ivacaftor 150 MG Oral Tablet|28|28|9|56|56|42708092|1243046|33|23|14|61.6|50.4
Tenofovir disoproxil fumarate 250 MG Oral Tablet|90|30|6|90|4|42708096|1243227|95|25|11|99|3.6
Tenofovir disoproxil fumarate 150 MG Oral Tablet|90|30|8|90|15|42708114|1243324|95|25|13|99|13.5
Tenofovir disoproxil fumarate 200 MG Oral Tablet|90|14|9|90|4|42708116|1243328|95|9|14|99|3.6
Tenofovir disoproxil fumarate 0.04 MG/MG Oral Powder|30|5|5|240|60|42708120|1243343|35|0|10|264|54
Balsalazide disodium 1100 MG Oral Tablet|90|24|7|240|48|42708142|1243577|95|19|12|264|43.2
Flurbiprofen sodium 0.3 MG/ML Ophthalmic Solution|30|7|3|5|2.5|42708144|1243585|35|2|8|5.5|2.25
Acetaminophen 325 MG / Guaifenesin 200 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet|5|2|1|24|24|42708149|1243679|10|-3|6|26.4|21.6
24 HR Metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet|90|30|6|90|30|42708166|1243827|95|25|11|99|27
24 HR Metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet|90|30|6|180|30|42708170|1243842|95|25|11|198|27
24 HR Metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet|90|28|5|180|30|42708174|1243846|95|23|10|198|27
0.6 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe|30|6|7|18|1.8|42708188|1244060|35|1|12|19.8|1.62
0.4 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe|30|5|9|11.2|1.2|42708190|1244063|35|0|14|12.32|1.08
0.5 ML diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection|30|1|0|1|0.5|42708198|1244205|35|-4|5|1.1|0.45
Budesonide 3 MG Delayed Release Oral Capsule|90|10|6|180|21|42708201|1244214|95|5|11|198|18.9
tafluprost 0.015 MG/ML Ophthalmic Solution|90|25|6|90|30|42708247|1244611|95|20|11|99|27
Betamethasone valerate 1.2 MG/ML Topical Foam|90|10|3|100|50|42708258|1244634|95|5|8|110|45
12 HR Guaifenesin 1200 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet|31|7|0|31|7|42708266|1244675|36|2|5|34.1|6.3
Calcium Carbonate 1250 MG / Cholecalciferol 500 UNT / Vitamin K 0.04 MG Chewable Tablet|60|16|10|120|28|42708308|1244925|65|11|15|132|25.2
Sodium Chloride 35 MG/ML Inhalation Solution|90|90|0|720|720|42708317|1244968|95|85|5|792|648
eltrombopag 12.5 MG Oral Tablet|30|28|6|60|12|42708320|1245001|35|23|11|66|10.8
Vitamin B 12 2.5 MG Oral Tablet|30|7|4|30|7|42708327|1245015|35|2|9|33|6.3
Glucosamine Sulfate 750 MG Oral Tablet|30|30|4|30|30|42708328|1245017|35|25|9|33|27
Dimenhydrinate 25 MG Chewable Tablet|32|2|12|96|16|42708356|1245184|37|-3|17|105.6|14.4
Mifepristone 300 MG Oral Tablet|30|30|5|120|15|42708370|1245262|35|25|10|132|13.5
60 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler|90|15|3|15.3|5.1|42708372|1245270|95|10|8|16.83|4.59
120 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler|90|30|5|26.7|8.9|42708374|1245276|95|25|10|29.37|8.01
Docusate Calcium 240 MG Oral Capsule|31|27|13|60|28|42708386|1245376|36|22|18|66|25.2
Calcium Carbonate 298 MG / Magnesium Chloride 596 MG Delayed Release Oral Tablet|60|7|13|180|8|42708389|1245383|65|2|18|198|7.2
Docusate Sodium 4 MG/ML Oral Solution|32|6|4|1500|200|42708391|1245391|37|1|9|1650|180
Docusate Sodium 250 MG Oral Capsule|60|14|12|100|18|42708415|1245468|65|9|17|110|16.2
Docusate Sodium 10 MG/ML Oral Solution|30|6|13|700|60|42708429|1245686|35|1|18|770|54
SULFONATED PHENOL 500 MG/ML / Sulfuric acid 300 MG/ML Medicated Pad|14|7|1|12|12|42708466|1245974|19|2|6|13.2|10.8
Pramoxine hydrochloride 10 MG/ML Topical Lotion|30|7|13|225|222|42708483|1246075|35|2|18|247.5|199.8
Naftifine hydrochloride 20 MG/ML Topical Cream|40|10|3|90|45|42708490|1246096|45|5|8|99|40.5
120 ACTUAT Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler|90|30|6|30.6|10.2|42708504|1246288|95|25|11|33.66|9.18
120 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler|90|30|6|30.6|10.2|42708508|1246304|95|25|11|33.66|9.18
120 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler|90|30|5|39|13|42708510|1246308|95|25|10|42.9|11.7
120 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler|90|30|5|39|13|42708512|1246311|95|25|10|42.9|11.7
60 ACTUAT Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler|30|15|7|6.9|6.9|42708514|1246314|35|10|12|7.59|6.21
60 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler|30|15|7|11|6|42708516|1246316|35|10|12|12.1|5.4
formoterol fumarate 0.01 MG/ML Inhalation Solution|30|7|11|120|28|42708518|1246319|35|2|16|132|25.2
formoterol fumarate 0.012 MG Inhalation Powder|60|30|9|120|60|42708523|1246326|65|25|14|132|54
Ivermectin 5 MG/ML Topical Lotion|30|1|1|117|117|42708565|1246673|35|-4|6|128.7|105.3
Docusate Sodium 100 MG / Ferrous fumarate 150 MG Extended Release Oral Tablet|30|14|13|60|18|42708599|1246919|35|9|18|66|16.2
Amylases 78300 UNT / Endopeptidases 78300 UNT / Lipase 20880 UNT Oral Tablet|90|11|8|800|30|42708617|1247379|95|6|13|880|27
Amylases 39150 UNT / Endopeptidases 39150 UNT / Lipase 10440 UNT Oral Tablet|90|1|7|540|3|42708619|1247386|95|-4|12|594|2.7
Docusate Sodium 50 MG Oral Capsule|60|11|13|84|14|42708660|1247759|65|6|18|92.4|12.6
Phenylephrine Hydrochloride 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution|20|4|1|360|100|42708733|1248057|25|-1|6|396|90
Alendronic acid 70 MG Effervescent Oral Tablet|84|14|9|12|3|42708737|1248077|89|9|14|13.2|2.7
Docusate Sodium 10 MG/ML Oral Suspension|32|5|7|946|30|42708743|1248119|37|0|12|1040.6|27
Ascorbic Acid 120 MG / Beta Carotene 2700 UNT / Calcium Carbonate 200 MG / Cholecalciferol 400 UNT / Cupric oxide 2 MG / Docusate Sodium 50 MG / Folic Acid 1 MG / Iron Carbonyl 90 MG / Magnesium Oxide 30 MG / Niacinamide 20 MG / Pyridoxine Hydrochloride 2|90|30|6|90|30|42708755|1248142|95|25|11|99|27
Potassium gluconate 2.35 MEQ Oral Tablet|90|24|13|90|24|42708785|1248210|95|19|18|99|21.6
Diphenhydramine Hydrochloride 1.67 MG/ML Oral Solution|30|7|13|792|155|42708820|1248354|35|2|18|871.2|139.5
imiquimod 25 MG/ML Topical Cream|42|7|2|15|7.5|42708824|1248440|47|2|7|16.5|6.75
Melatonin 10 MG Extended Release Oral Tablet|31|19|11|60|19|42708841|1248739|36|14|16|66|17.1
Melatonin 5 MG Disintegrating Oral Tablet|31|13|13|62|13|42708842|1248741|36|8|18|68.2|11.7
Potassium gluconate 2.13 MEQ Oral Tablet|7|7|5|7|7|42708902|1249528|12|2|10|7.7|6.3
Acetaminophen 300 MG / butalbital 50 MG Oral Tablet|30|5|3|120|20|42708916|1249617|35|0|8|132|18
FLUOROMETHOLONE ACETATE 1 MG/ML Ophthalmic Suspension|90|10|5|10|5|42708920|1249629|95|5|10|11|4.5
dl-alpha tocopheryl acetate 200 UNT Oral Capsule|30|30|8|30|30|42708936|1249797|35|25|13|33|27
Menthol 7.5 MG Oral Lozenge|30|3|6|30|30|42708957|1250189|35|-2|11|33|27
aluminum sulfate 8.42 MG/ML / calcium acetate 5.95 MG/ML Topical Solution|30|5|2|90|9|42708965|1250234|35|0|7|99|8.1
hydrocortisone acetate 5 MG/ML Topical Cream|14|10|5|60|60|42708987|1250490|19|5|10|66|54
Loperamide Hydrochloride 0.133 MG/ML Oral Suspension|30|2|13|240|28|42709021|1250685|35|-3|18|264|25.2
etravirine 25 MG Oral Tablet|60|60|0|120|120|42709025|1250721|65|55|5|132|108
Glycerin 1610 MG Rectal Suppository|50|14|7|210|25|42709096|1251049|55|9|12|231|22.5
Lactulose 10000 MG Powder for Oral Solution|90|7|6|180|14|42709103|1251190|95|2|11|198|12.6
Lactulose 20000 MG Powder for Oral Solution|90|10|5|180|22|42709105|1251194|95|5|10|198|19.8
Ethinyl Estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet|84|28|8|84|28|42709132|1251323|89|23|13|92.4|25.2
{28 (Ethinyl Estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack|84|28|8|84|28|42709138|1251334|89|23|13|92.4|25.2
{28 (Ethinyl Estradiol 0.005 MG / norethindrone acetate 1 MG Oral Tablet) } Pack|84|28|8|84|28|42709140|1251336|89|23|13|92.4|25.2
84 HR Estradiol 0.00208 MG/HR / norethindrone acetate 0.00583 MG/HR Transdermal System|84|28|7|24|8|42709180|1251493|89|23|12|26.4|7.2
84 HR Estradiol 0.00208 MG/HR / norethindrone acetate 0.0104 MG/HR Transdermal System|84|28|7|24|8|42709184|1251499|89|23|12|26.4|7.2
Butabarbital sodium 30 MG Oral Tablet|90|10|5|180|18|42709204|1251614|95|5|10|198|16.2
Cetylpyridinium Chloride 0.5 MG/ML Mouthwash|36|36|0|710|710|42709206|1251617|41|31|5|781|639
Ethacrynic Acid 25 MG Oral Tablet|90|7|7|240|10|42709282|1251903|95|2|12|264|9
24 HR Rotigotine 0.0417 MG/HR Transdermal System|90|28|6|90|30|42709286|1251912|95|23|11|99|27
24 HR Rotigotine 0.125 MG/HR Transdermal System|90|30|7|90|30|42709288|1251916|95|25|12|99|27
24 HR Rotigotine 0.333 MG/HR Transdermal System|90|30|7|90|30|42709290|1251920|95|25|12|99|27
Amylases 30250 UNT / Endopeptidases 28750 UNT / Lipase 8000 UNT Delayed Release Oral Capsule|90|16|6|1000|31.5|42799201|1294481|95|11|11|1100|28.35
Amylases 60500 UNT / Endopeptidases 57500 UNT / Lipase 16000 UNT Delayed Release Oral Capsule|90|14|7|1200|90|42799207|1294122|95|9|12|1320|81
Caffeine 100 MG / Ergotamine Tartrate 1 MG Oral Tablet|90|3|3|120|10|42799331|1293504|95|-2|8|132|9
Caffeine 100 MG / Ergotamine Tartrate 2 MG Rectal Suppository|70|1|12|60|2|42799342|1293508|75|-4|17|66|1.8
Cholecalciferol 50000 UNT Oral Tablet|28|28|13|4|1|42799410|1291276|33|23|18|4.4|0.9
Ergotamine Tartrate 2 MG Sublingual Tablet|30|3|3|90|6|42799597|1293862|35|-2|8|99|5.4
Diphenhydramine Hydrochloride 10 MG/ML / Zinc Acetate 1 MG/ML Topical Cream|30|4|7|56.6|28|42799649|1292313|35|-1|12|62.26|25.2
250 ML Dopamine Hydrochloride 3.2 MG/ML Injection|8|8|0|2000|2000|42799685|1292887|13|3|5|2200|1800
Glycerin 144 MG/ML / Petrolatum 150 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream|30|5|8|102|26|42799739|1293649|35|0|13|112.2|23.4
Histrelin acetate 50 MG Drug Implant|365|28|0|1|1|42799760|1294624|370|23|5|1.1|0.9
Lutein 25 MG / zeaxanthin 5 MG Oral Capsule|28|28|13|112|28|42799774|1291250|33|23|18|123.2|25.2
Lactobacillus acidophilus / Lactobacillus bulgaricus Oral Tablet|30|9|7|90|8|42799780|1293031|35|4|12|99|7.2
Lactobacillus acidophilus 0.2 MG / Lactobacillus bulgaricus 0.2 MG Oral Tablet|30|12|4|112|30|42799782|1293033|35|7|9|123.2|27
Lactobacillus acidophilus 100 MG Oral Capsule|60|10|4|120|20|42799783|1293414|65|5|9|132|18
0.5 ML Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella-Zoster Virus Vaccine Live (Oka-Merck|30|1|0|1|0.5|42799831|1292440|35|-4|5|1.1|0.45
Melatonin 10 MG Oral Tablet|90|28|10|90|28|42799833|1291286|95|23|15|99|25.2
Vitamin B 12 5 MG Disintegrating Oral Tablet|28|28|10|28|28|42800020|1291288|33|23|15|30.8|25.2
0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection|30|1|0|1|1|42800030|1292457|35|-4|5|1.1|0.9
0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection|30|1|0|1|1|42800034|1292432|35|-4|5|1.1|0.9
avanafil 100 MG Oral Tablet|6|2|0|6|2|42800042|1291306|11|-3|5|6.6|1.8
avanafil 200 MG Oral Tablet|6|6|0|6|6|42800046|1291365|11|1|5|6.6|5.4
Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injectable Suspension|30|1|0|1|1|42800061|1292826|35|-4|5|1.1|0.9
aluminum sulfate 7.44 MG/ML / calcium acetate 5.24 MG/ML Topical Solution|30|12|13|60|12|42800072|1292923|35|7|18|66|10.8
bismuth subcitrate 140 MG / Metronidazole 125 MG / tetracycline hydrochloride 125 MG Oral Capsule|30|10|0|168|120|42800144|1294619|35|5|5|184.8|108
hydrocortisone acetate 25 MG Rectal Suppository|30|5|10|30|10|42800173|1291082|35|0|15|33|9
tazarotene 1 MG/ML Topical Foam|30|15|3|200|50|42800232|1293451|35|10|8|220|45
taliglucerase alfa 200 UNT Injection|28|28|11|60|30|42800248|1292879|33|23|16|66|27
{4 (Amoxicillin 500 MG Oral Capsule) / 2 (Clarithromycin 500 MG Oral Tablet) / 2 (Omeprazole 20 MG Delayed Release Oral Capsule) } Pack|14|10|0|80|80|42800262|1291986|19|5|5|88|72
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vacci|30|1|0|1|0.5|42800264|1300189|35|-4|5|1.1|0.45
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivate|30|1|0|1|0.5|42800266|1300368|35|-4|5|1.1|0.45
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated|30|1|1|1|0.5|42800270|1300382|35|-4|6|1.1|0.45
12 HR Dextromethorphan Hydrobromide 30 MG / Guaifenesin 600 MG Extended Release Oral Tablet|30|5|12|60|10|42800300|1298324|35|0|17|66|9
Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 15 MG / Pseudoephedrine Hydrochloride 30 MG Oral Capsule|15|15|1|1|1|42800346|1299646|20|10|6|1.1|0.9
Benzethonium Chloride 2 MG/ML / Benzocaine 200 MG/ML Topical Cream|5|5|0|28|28|42800436|1300294|10|0|5|30.8|25.2
Butenafine hydrochloride 10 MG/ML Topical Cream|30|3|3|90|15|42800452|1298448|35|-2|8|99|13.5
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vacci|30|1|0|1|0.5|42800463|1300205|35|-4|5|1.1|0.45
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vacci|30|1|0|1|0.5|42800465|1300308|35|-4|5|1.1|0.45
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivat|30|1|0|1|0.5|42800473|1300377|35|-4|5|1.1|0.45
0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated|1|1|0|1|0.5|42800481|1300385|6|-4|5|1.1|0.45
Betaxolol Hydrochloride 10 MG Oral Tablet|90|30|6|135|15|42800545|1297753|95|25|11|148.5|13.5
Betaxolol Hydrochloride 20 MG Oral Tablet|90|30|6|90|30|42800549|1297757|95|25|11|99|27
Cyclopentolate hydrochloride 10 MG/ML Ophthalmic Solution|90|2|2|15|2|42800620|1298066|95|-3|7|16.5|1.8
Cyclopentolate hydrochloride 2 MG/ML / Phenylephrine Hydrochloride 10 MG/ML Ophthalmic Solution|90|1|2|5|2|42800630|1298068|95|-4|7|5.5|1.8
Cyclopentolate hydrochloride 20 MG/ML Ophthalmic Solution|90|5|3|15|2|42800634|1298070|95|0|8|16.5|1.8
Cyclopentolate hydrochloride 5 MG/ML Ophthalmic Solution|120|7|2|15|15|42800640|1298072|125|2|7|16.5|13.5
Esomeprazole 2.5 MG Granules for Oral Suspension|90|14|6|90|14|42800715|1297658|95|9|11|99|12.6
Esomeprazole 5 MG Granules for Oral Suspension|90|14|7|120|14|42800719|1297761|95|9|12|132|12.6
Flurazepam Hydrochloride 15 MG Oral Capsule|90|15|3|90|25|42800765|1298088|95|10|8|99|22.5
Flurazepam Hydrochloride 30 MG Oral Capsule|90|20|3|90|20|42800772|1298091|95|15|8|99|18
Guanidine Hydrochloride 125 MG Oral Tablet|90|30|7|700|90|42800804|1298099|95|25|12|770|81
0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection|30|1|0|1|0.5|42800806|1300466|35|-4|5|1.1|0.45
Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet|30|30|2|30|30|42800814|1298443|35|25|7|33|27
Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet|30|10|0|60|30|42800827|1299021|35|5|5|66|27
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet|90|30|5|180|30|42800842|1299859|95|25|10|198|27
